Unnamed: 0,ref,city,departement,region,titre,type,living_area_m2,lot_size_m2,nb_room,nb_bedroom,pool,cellar,garage,output
2246,/fr/properties/55756a-7157.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"Exclusivite A Villeneuve-Sur-Lot, dans un quartier calme, à moins de 15 minutes à pied du centre vil...",autre,94.0,,4.0,3.0,False,False,False,172500
2247,/fr/properties/56956a-320.htm,Arès,Gironde,Aquitaine,Villa 7 pièces vue Bassin,villa,340.0,995.0,7.0,4.0,False,True,True,1347000
2248,/fr/properties/54977a-739-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,Vente maison de village avec cour et dépendance - Agen sud,maison,127.0,202.0,5.0,3.0,False,False,True,174900
2249,/fr/properties/12599a-83078mrw33.htm,Pujols,Gironde,Aquitaine,Maison familiale impeccablement entretenue / Chambre d'Hotes avec 6 chambres dont un gîte indépendan,maison,304.0,3019.0,,6.0,False,False,False,499900
2250,/fr/properties/32263a-4016.htm,Tonneins,Lot-et-Garonne,Aquitaine,Belle villa cossue !,villa,190.0,4001.0,6.0,4.0,False,False,True,275000
2251,/fr/properties/18000a-203942.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,Proximite Oloron - Belle Ferme Avec Dependances Sur 24 Ha De Terres (avec Fermage),autre,183.0,240000.0,6.0,5.0,False,False,False,249600
2252,/fr/properties/31214a-19550212.htm,Sourzac,Dordogne,Aquitaine,Maison,maison,80.0,13300.0,5.0,2.0,False,False,False,79500
2253,/fr/properties/12599a-102991jbi24.htm,Saint-Crépin-et-Carlucet,Dordogne,Aquitaine,Une charmante maison de village datant des années 1800 avec 5 chambres et beaucoup d'éléments d'orig,maison,210.0,6520.0,,5.0,False,False,False,318000
2254,/fr/properties/25836a-3542crjt.htm,Bon-Encontre,Lot-et-Garonne,Aquitaine,Maison Bon Encontre 4 pièce(s) 111 m2,maison,111.0,890.0,4.0,3.0,False,False,False,162000
2255,/fr/properties/1958a-704448.htm,Saint-Aulaye,Dordogne,Aquitaine,"Maison de campagne sur 2,5Ha env. Limite Dordogne/Charente. 24410",maison,220.0,24200.0,7.0,5.0,False,False,False,289000
2256,/fr/properties/20949a-s2507.htm,Brantôme,Dordogne,Aquitaine,Ensemble immobilier pierre,autre,167.0,3306.0,9.0,6.0,False,False,False,76900
2257,/fr/properties/21996a-103cal92709.htm,La Réole,Gironde,Aquitaine,Maison 4 chambres piscine,maison,190.0,1249.0,7.0,4.0,True,False,False,235320
2258,/fr/properties/84686a-8503-SF.htm,Port-Sainte-Foy-et-Ponchapt,Gironde,Aquitaine,Maison Port Ste Foy et Ponchapt,maison,154.0,161.0,6.0,4.0,False,False,False,149330
2259,/fr/properties/7140a-4467ode.htm,Cours-de-Pile,Dordogne,Aquitaine,Terrain plat à Cours de Pile de 1000 m².,terrain,1000.0,1000.0,,,False,False,False,35000
2260,/fr/properties/26469a-225487bhf.htm,Le Pian-Médoc,Gironde,Aquitaine,Maison 4 chambres 118 m2,maison,118.0,1530.0,6.0,4.0,False,True,True,322350
2261,/fr/properties/80453a-736829.htm,Biganos,Gironde,Aquitaine,Vente Maison/villa 4 pièces,autre,126.0,510.0,4.0,3.0,False,False,False,313000
2262,/fr/properties/30731a-133656.htm,Saint-Maurin,Lot-et-Garonne,Aquitaine,"Joli corps de ferme composé d'une maison de 100m², de nombreuses dépendances : 2 granges, hangar, le...",maison,100.0,,5.0,3.0,False,False,False,210000
2263,/fr/properties/44945a-m728.htm,Sames,Pyrénées-Atlantiques,Aquitaine,Magnifique Chateau 18Eme Sur 10 Hectares De Terres A 45 Minutes De La Cote Basque,autre,814.0,100000.0,19.0,8.0,True,True,False,1950000
2264,/fr/properties/32488a-2534.htm,Bourlens,Lot-et-Garonne,Aquitaine,A Vendre Gites Lot Et Garonne,autre,406.0,13200.0,14.0,10.0,False,False,False,975200
2265,/fr/properties/59987a-3394.htm,Biscarrosse,Landes,Aquitaine,Maison 5 pièces 82 m2,maison,82.0,400.0,5.0,3.0,False,False,True,277000
2266,/fr/properties/32488a-2557.htm,Monsempron-Libos,Lot-et-Garonne,Aquitaine,Ravissante maison de village en pierres et son jardinet,maison,99.0,35.0,4.0,3.0,False,False,False,101520
2267,/fr/properties/59987a-3347b.htm,Bordeaux,Gironde,Aquitaine,Maison En Rondin - Authentique Fuste,maison,133.0,1289.0,6.0,3.0,False,False,True,375000
2268,/fr/properties/564a-vp17551.htm,Pugnac,Gironde,Aquitaine,Maison 12 pièces 365 m²,maison,365.0,830.0,12.0,4.0,True,False,False,386000
2269,/fr/properties/2460a-2490.htm,Condat-sur-Vézère,Dordogne,Aquitaine,A 10 Minutes De Montignac - Maison Entièrement Rénovée,maison,154.0,3267.0,7.0,3.0,True,False,True,369000
2270,/fr/properties/31724a-2201.htm,La Force,Dordogne,Aquitaine,"Spacieuse Maison, Jolie Vue, Piscine",autre,190.0,4035.0,8.0,6.0,True,False,False,249000
2271,/fr/properties/24813a-1252.htm,Bergerac,Dordogne,Aquitaine,Maison d’architecte à 15 mn de Bergerac,maison,170.0,5000.0,6.0,,True,False,False,545000
2272,/fr/properties/35382a-536.htm,Molières,Dordogne,Aquitaine,Maison De PAYS,maison,166.0,1254.0,6.0,4.0,False,False,False,185500
2273,/fr/properties/564a-vist17561.htm,Etauliers,Gironde,Aquitaine,Compromis en cours - Maison 5 pièces 175 m²,maison,175.0,,5.0,3.0,False,False,False,111300
2274,/fr/properties/60299a-332601.htm,La Réole,Gironde,Aquitaine,Confortable propriété au bord de l'eau,autre,200.0,2978.0,7.0,4.0,True,False,False,330000
2275,/fr/properties/81393.htm,Saint-Médard-d'Excideuil,Dordogne,Aquitaine,Belle villa située sur un domaine dans le département de la Dordogne,villa,128.0,782.0,4.0,3.0,True,False,True,225000
2276,/fr/properties/59987a-3396.htm,La Brède,Gironde,Aquitaine,Belle Contemporaine,autre,173.0,1500.0,8.0,5.0,True,False,True,630000
2277,/fr/properties/60788a-59383740.htm,Arcachon,Gironde,Aquitaine,Au coeur de la ville d'hiver ! dans magnifique villa !! superbe appartement en rez de jardin offrant...,appartement,90.0,,3.0,,False,False,True,514500
2278,/fr/properties/12599a-105441jti24.htm,Vélines,Dordogne,Aquitaine,"Vues Sur Lacs Maison de 4 chambres, 2 sde, piscine, gym, appartement d'été, terrain, garage, dépenda",appartement,155.0,6556.0,,4.0,False,False,False,344500
2279,/fr/properties/13363a-300106758.htm,Saint-Cernin-de-l'Herm,Dordogne,Aquitaine,Maison,maison,150.0,3169.0,6.0,3.0,False,True,False,225000
2280,/fr/properties/56075a-par140.htm,Langon,Gironde,Aquitaine,Belle demeure,autre,185.0,200.0,4.0,3.0,True,False,False,385000
2281,/fr/properties/10740a-07993.htm,Tombeboeuf,Lot-et-Garonne,Aquitaine,Belle maison isolée avec piscine sur plus de 5 hectares,maison,188.0,51100.0,6.0,4.0,False,False,False,299000
2282,/fr/properties/55756a-7131.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"En Exclusivite- Cette habitation en pierre sur deux niveaux se situe à Villeneuve sur Lot, à 5 mm de...",autre,170.0,2348.0,7.0,5.0,False,False,False,165000
2283,/fr/properties/31785a-bia-1535-pd.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,"Maison contemporaine à vendre à Biarritz, lumière calme et nature, architecture hors du commun",maison,360.0,6200.0,8.0,6.0,False,False,False,3200000
2284,/fr/properties/15059a-d2623.htm,Duras,Lot-et-Garonne,Aquitaine,Ancienne ferme en pierre,autre,130.0,4184.0,,2.0,False,False,False,180200
2285,/fr/properties/55756a-7177.htm,Saint-Sylvestre-sur-Lot,Lot-et-Garonne,Aquitaine,"Dans un quartier résidentiel, a Saint Sylvestre sur Lot en Lot et Garonne, proche des commodités à p...",autre,129.0,714.0,6.0,5.0,False,False,False,156000
2286,/fr/properties/182561a-34.htm,Saint-Etienne-de-Fougères,Lot-et-Garonne,Aquitaine,Maison 210 m²,maison,260.0,6000.0,7.0,5.0,False,False,False,195000
2287,/fr/properties/26469a-211091_lgo.htm,Tonneins,Lot-et-Garonne,Aquitaine,Maison de 115 m2 avec 4 chambres + appartement T2 de 35m²,appartement,150.0,791.0,6.0,4.0,False,False,True,158000
2288,/fr/properties/13363a-300106757.htm,Campagnac-lès-Quercy,Dordogne,Aquitaine,Maison,maison,123.0,65.0,4.0,3.0,True,False,True,210000
2289,/fr/properties/32488a-2556.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,A Vendre Propriete Avec 21 Hectares D'un Seul Tenant ..,autre,150.0,210000.0,6.0,3.0,False,False,False,500000
2290,/fr/properties/59987a-3391.htm,Gastes,Landes,Aquitaine,Maison 168 m2,maison,168.0,1800.0,6.0,4.0,False,False,False,348000
2291,/fr/properties/55756a-7199.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"Rives gauche à Villeneuve sur Lot, joli terrain, non loin du Lot, clôturé et disposant déjà d'un abr...",autre,,1257.0,,,False,False,False,35000
2292,/fr/properties/59987a-3397.htm,Biscarrosse,Landes,Aquitaine,Maison 133 m2,maison,133.0,,5.0,3.0,False,False,True,268000
2293,/fr/properties/55756a-7209.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"Spécial Investisseur!!! Proche Villeneuve sur lot mais en campagne, avec vue panoramique. Maison à r...",maison,120.0,5000.0,5.0,6.0,False,False,False,219000
2294,/fr/properties/564a-vbg17551.htm,Bourg,Gironde,Aquitaine,Maison 12 pièces 365 m²,maison,365.0,830.0,12.0,4.0,True,False,False,386000
2295,/fr/properties/44945a-m727.htm,Soorts-Hossegor,Landes,Aquitaine,Hossegor - Maison A Proximite Du Golf,maison,180.0,1135.0,6.0,5.0,False,False,False,1165000
2296,/fr/properties/7140a-4178jch.htm,Saussignac,Dordogne,Aquitaine,Magnifique plain-pied Sud-Ouest Bergerac,autre,150.0,11500.0,4.0,3.0,True,False,True,338000
2297,/fr/properties/30145a-1653.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,"Maison de Maître Basque en Cadre Champêtre, à 40 minutes de Biarritz",maison,180.0,3485.0,5.0,4.0,False,False,False,284850
2298,/fr/properties/36235a-1040.htm,Arbis,Gironde,Aquitaine,Maison Arbis 115 m2,maison,115.0,930.0,5.0,3.0,False,False,False,191700
2299,/fr/properties/564a-vist17551.htm,Blaye,Gironde,Aquitaine,Maison 12 pièces 365 m²,maison,365.0,830.0,12.0,4.0,True,False,False,386000
2300,/fr/properties/127103a-734506.htm,Morlaàs,Pyrénées-Atlantiques,Aquitaine,Vente Maison/villa 8 pièces,autre,255.0,18700.0,8.0,7.0,False,False,False,365500
2301,/fr/properties/38988a-119.htm,Hautefort,Dordogne,Aquitaine,"Très belle maison de bourg touristique avec un restaurant en rez de chaussée, charme et cachet.",maison,300.0,,10.0,,False,False,False,339000
2302,/fr/properties/12599a-44402ha47.htm,Montpezat,Lot-et-Garonne,Aquitaine,"Fermette en pierre renovée avec piscine, garage, terrain, belle vue et vignes.",autre,200.0,10000.0,,2.0,False,False,False,329900
2303,/fr/properties/94715.htm,Sainte-Eulalie-d'Eymet,Dordogne,Aquitaine,Magnifiquement rénové Country Manoir avec des gites et pigeonnier détaché,manoir,318.0,10600.0,18.0,7.0,True,False,True,520000
2304,/fr/properties/57097a-124605sg.htm,Herré,Landes,Aquitaine,Maison/Villa 5 pièces,autre,108.0,2602.0,5.0,3.0,False,False,False,189000
2305,/fr/properties/6757a-1210.htm,Mézos,Landes,Aquitaine,Mezos vieille landaise des années 30,autre,240.0,3000.0,6.0,5.0,False,False,False,248000
2306,/fr/properties/29313a-29177040.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,Appartement,appartement,60.0,,3.0,2.0,False,False,False,400000
2307,/fr/properties/20762a-mdh2020025.htm,Bidache,Pyrénées-Atlantiques,Aquitaine,Propriété de caractère du Xvii Bidache (64520),autre,280.0,73000.0,12.0,6.0,False,False,True,735000
2308,/fr/properties/78249a-844dg478.htm,Castillon-la-Bataille,Gironde,Aquitaine,"Castillon la Bataille : Ancien dancing, 600m² exploitables,",autre,600.0,906.0,20.0,,False,False,False,363000
2309,/fr/properties/20762a-mdh2020024.htm,Villefranque,Pyrénées-Atlantiques,Aquitaine,Ferme Basque Villefranque (64990),autre,400.0,8000.0,8.0,4.0,True,False,False,863000
2310,/fr/properties/20773a-2959.htm,Belvès,Dordogne,Aquitaine,"Maison De Village Avec Garage Dans Un Village Du Perigord Noir Avec Tous Commerces A Proximite. ,Mai...",maison,90.0,,5.0,3.0,False,False,False,92500
2311,/fr/properties/12599a-108557lc24.htm,Nantheuil,Dordogne,Aquitaine,Trois maisons en pierre avec une grange. Plus de 2 hectares. Belle vues - Perigord Vert.,autre,310.0,22300.0,,7.0,False,False,False,349800
2312,/fr/properties/5725a-301009.htm,Domme,Dordogne,Aquitaine,Maison De Plain-Pied Proche BASTIDE,maison,60.0,556.0,3.0,2.0,False,False,False,145000
2313,/fr/properties/12613a-830035754304.htm,Lacanau,Gironde,Aquitaine,Lacanau Ville - Maison D'architecte Avec Piscine Sur Grand Terrain - 30 Minutes De L’Aéroport Bordea,maison,200.0,4018.0,5.0,3.0,True,False,True,931500
2314,/fr/properties/31214a-28992541.htm,Montpon-Ménestérol,Dordogne,Aquitaine,Maison,maison,286.0,,10.0,4.0,False,True,False,199000
2315,/fr/properties/179101a-3002.htm,Came,Pyrénées-Atlantiques,Aquitaine,"Rénovée, Madame de Came ou 300 ans d'histoire basque - Came - 440 m2",autre,440.0,3000.0,14.0,6.0,False,False,True,685000
2316,/fr/properties/54830a-aa20191010.htm,Le Haillan,Gironde,Aquitaine,Le Haillan - Magnifique maison d'architecte dans quartier résidentiel. Enorme potentiel !,maison,271.0,1463.0,10.0,7.0,False,False,True,649000
2317,/fr/properties/1419a-02682.htm,Lalinde,Dordogne,Aquitaine,"Propriété de campagne, dépendances, piscine, sur 3ha50",autre,220.0,34900.0,9.0,5.0,True,False,False,595000
2318,/fr/properties/13306a-200.htm,Queyrac,Gironde,Aquitaine,Maison Queyrac 4 chambres !,maison,138.0,244.0,6.0,4.0,False,False,False,144800
2319,/fr/properties/44914a-44942.htm,Agen,Lot-et-Garonne,Aquitaine,Superbe Maison - 6 Chambres - 1 Bureau -,maison,384.0,80.0,10.0,6.0,False,True,False,582400
2320,/fr/properties/26469a-214537irc88irc.htm,Bordeaux,Gironde,Aquitaine,Bordeaux - Beau T2 atypique de 44m² - Investisseurs,autre,44.0,,2.0,,False,True,False,169000
2321,/fr/properties/20762a-mdh2020023.htm,Ciboure,Pyrénées-Atlantiques,Aquitaine,Appartement d'exception T5 Ciboure (64500),appartement,185.0,,5.0,3.0,False,False,False,1365000
2322,/fr/properties/88340.htm,Domme,Dordogne,Aquitaine,Demeure Pierresa Tres Gros Potentiel  9 Chambres 1 Studio Piscine De Belles Prestations,autre,350.0,2500.0,13.0,9.0,False,True,True,490000
2323,/fr/properties/31214a-29093640.htm,Saint-Médard-de-Mussidan,Dordogne,Aquitaine,Terrain,terrain,,2735.0,,,False,False,False,33500
2324,/fr/properties/20773a-2649.htm,Pomport,Dordogne,Aquitaine,Propriété Viticole,autre,120.0,155000.0,6.0,4.0,False,False,False,685000
2325,/fr/properties/35979a-640251152.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,"Biarritz, maison de charme, classique et contemporaine,",maison,350.0,3526.0,7.0,4.0,True,False,True,3500000
2326,/fr/properties/31785a-bia-1607-pp.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,Appartement à vendre Biarritz St Charles 139 m² avec loggia et parking,appartement,139.0,,4.0,3.0,False,True,True,990000
2327,/fr/properties/54977a-740-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,"Immeuble en colocation, Agen Centre",autre,275.0,,,,False,False,False,249000
2328,/fr/properties/37992a-4694.htm,Marmande,Lot-et-Garonne,Aquitaine,Demeure de charme,autre,300.0,12000.0,7.0,5.0,False,False,False,323000
2329,/fr/properties/38784a-Bliss-124.htm,Moncrabeau,Lot-et-Garonne,Aquitaine,Deux maisons en pierre avec piscine,autre,361.0,29600.0,16.0,6.0,True,False,False,795000
2330,/fr/properties/55756a-7193.htm,Hautefage-la-Tour,Lot-et-Garonne,Aquitaine,"A Hautefage La Tour, dans le Lot et Garonne. Au centre du village, jolie maison de ville en pierres,...",maison,160.0,,5.0,3.0,False,False,False,88000
2331,/fr/properties/26469a-224225rmj.htm,Bazas,Gironde,Aquitaine,Maison de village avec jardin - 3 chambres,maison,117.0,390.0,4.0,3.0,False,False,True,141000
2332,/fr/properties/185577a-735190.htm,Targon,Gironde,Aquitaine,Vente Maison/villa 4 pièces,autre,138.0,819.0,4.0,3.0,False,False,False,299900
2333,/fr/properties/24813a-10540.htm,Bergerac,Dordogne,Aquitaine,Château Xvii et Xviii èmes sur 29ha,autre,550.0,290000.0,15.0,7.0,False,False,False,1000000
2334,/fr/properties/52652a-ag231-435mz.htm,Lalinde,Dordogne,Aquitaine,Maison Pierre,maison,120.0,1440.0,6.0,3.0,False,False,False,138675
2335,/fr/properties/78421a-vm446-gitese.htm,Monségur,Gironde,Aquitaine,Propriété en pierre 4 chambres parentales avec piscine couvert,autre,240.0,1200.0,9.0,4.0,True,True,False,406175
2336,/fr/properties/30145a-1652.htm,Sauveterre-de-Béarn,Pyrénées-Atlantiques,Aquitaine,Belle villa moderne avec piscine vues montagne et 8600m² de terrain,villa,,8600.0,6.0,3.0,True,False,False,279455
2337,/fr/properties/46085a-735000.htm,Bruges,Gironde,Aquitaine,Vente Appartement 3 pièces,appartement,70.0,,3.0,2.0,False,True,True,260000
2338,/fr/properties/7066a-6344.htm,Castillon-la-Bataille,Gironde,Aquitaine,Castillon La Bataille - 120 m2 -,autre,120.0,520.0,5.0,3.0,False,False,False,107000
2339,/fr/properties/10740a-08013.htm,Duras,Lot-et-Garonne,Aquitaine,Maison de campagne située entre Eymet et Duras avec vue exceptionnelle,maison,234.0,14700.0,8.0,4.0,False,False,False,310000
2340,/fr/properties/185571a-734831.htm,Montfort-en-Chalosse,Landes,Aquitaine,Vente Maison/villa 9 pièces,autre,316.0,3183.0,9.0,6.0,False,False,False,283000
2341,/fr/properties/10740a-07940.htm,Duras,Lot-et-Garonne,Aquitaine,Maison de bourg en pierre entre Duras et Monsegur.,maison,200.0,300.0,7.0,5.0,False,False,False,170000
2342,/fr/properties/128200a-733143.htm,Saint-Laurent-Médoc,Gironde,Aquitaine,Vente Maison/villa 6 pièces,autre,130.0,941.0,6.0,3.0,False,False,False,272000
2343,/fr/properties/84686a-8493-SF.htm,Pineuilh,Gironde,Aquitaine,Maison à Pineuilh,maison,116.0,950.0,4.0,3.0,False,False,False,156600
2344,/fr/properties/10740a-07962.htm,Duras,Lot-et-Garonne,Aquitaine,"Un endroit merveilleux pour cette maison de campagne située sur 4,5 hectares de terrain",maison,155.0,45000.0,7.0,3.0,False,False,False,328000
2345,/fr/properties/268a-ea1159-xml.htm,Labastide-d'Armagnac,Landes,Aquitaine,Très agréable moulin à eau du 18e siècle situé dans un lieu privé et tranquille proche de Labastide,autre,321.0,41200.0,9.0,5.0,False,False,False,345000
2346,/fr/properties/127203a-734946.htm,Blanquefort,Gironde,Aquitaine,Vente Maison/villa 4 pièces,autre,95.0,353.0,4.0,3.0,False,False,False,289500
2347,/fr/properties/185555a-728398.htm,Izon,Gironde,Aquitaine,Vente Maison/villa 6 pièces,autre,164.0,905.0,6.0,5.0,False,False,False,330000
2348,/fr/properties/41596a-735185.htm,Saint-Martin-de-Hinx,Landes,Aquitaine,Vente Maison/villa 7 pièces,autre,138.0,826.0,7.0,4.0,False,False,False,265000
2349,/fr/properties/34477a-ed27498.htm,Mensignac,Dordogne,Aquitaine,"Dordogne Maison périgourdine 258 m2 habitable ,piscine",maison,258.0,4244.0,9.0,6.0,False,False,True,325400
2350,/fr/properties/12889a-830030596896.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,Maison,maison,210.0,1500.0,9.0,4.0,True,False,True,895000
2351,/fr/properties/55957a-7226b.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,Maison Rive Gauche 4 Chambres Et Garage,maison,137.0,500.0,7.0,4.0,False,False,True,147000
2352,/fr/properties/182561a-27.htm,Dolmayrac,Lot-et-Garonne,Aquitaine,Maison Dolmayrac 4 pièce(s),maison,150.0,3000.0,4.0,3.0,True,False,True,286900
2353,/fr/properties/182561a-33.htm,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Aquitaine,Maison Sainte-livrade-sur-lot 7 pièce(s) 350 m2,maison,350.0,,7.0,6.0,True,True,True,449900
2354,/fr/properties/7066a-6341.htm,Libourne,Gironde,Aquitaine,Maison Libourne Avec Terrain,maison,155.0,5092.0,7.0,5.0,False,False,True,353000
2355,/fr/properties/21384a-5377.htm,Saint-Cyr-les-Champagnes,Dordogne,Aquitaine,Superbe maison en pierres,maison,102.0,2566.0,4.0,2.0,False,False,False,149500
2356,/fr/properties/94702.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,Maison bois écologique,maison,70.0,2000.0,4.0,3.0,False,False,True,180000
2357,/fr/properties/38747a-bl-566.htm,Martillac,Gironde,Aquitaine,Appartement T3 à 15 minutes de Bordeaux,appartement,59.0,,3.0,2.0,False,False,True,188000
2358,/fr/properties/55957a-7267.htm,Lédat,Lot-et-Garonne,Aquitaine,Belle Maison De Plain Pied Avec Piscine A Vendre Au Ledat,maison,176.0,3639.0,7.0,3.0,True,False,True,262500
2359,/fr/properties/5725a-600201.htm,Saint-Cyprien,Dordogne,Aquitaine,Maison De Plain Pied Au CALME,maison,98.0,1190.0,4.0,2.0,False,False,False,167000
2360,/fr/properties/170571a-idiade6593.htm,Saint-Aubin-de-Blaye,Gironde,Aquitaine,Hôtel particulier coeur de bourg,autre,320.0,2839.0,10.0,6.0,False,False,False,477000
2361,/fr/properties/26469a-225134cas.htm,Saint-Front-de-Pradoux,Dordogne,Aquitaine,Maison 5 pièces 143 m2 et parcelle 2855 m²,maison,143.0,2855.0,4.0,3.0,False,False,False,254775
2362,/fr/properties/38747a-bl-537.htm,Bordeaux,Gironde,Aquitaine,Appartement T3 Bordeaux-Caudéran,appartement,75.0,,3.0,2.0,False,False,True,333000
2363,/fr/properties/7066a-6343.htm,Nérigean,Gironde,Aquitaine,Maison Proche Rocade,maison,85.0,2777.0,5.0,3.0,False,False,True,245000
2364,/fr/properties/59987a-3393.htm,Lugos,Gironde,Aquitaine,Maison de 127 m2 à Lugos,maison,127.0,12000.0,7.0,4.0,False,False,True,518000
2365,/fr/properties/66633a-202001.htm,La Teste-de-Buch,Gironde,Aquitaine,"Villa 4 chambres, garage, piscine",villa,150.0,880.0,5.0,4.0,True,False,True,1190000
2366,/fr/properties/55957a-7149d.htm,Penne-d'Agenais,Lot-et-Garonne,Aquitaine,Maison De Maitre 16 Et 19e Siecle 1Ha 13A,maison,225.0,11399.0,6.0,4.0,False,False,False,367500
2367,/fr/properties/59987a-3388.htm,Mios,Gironde,Aquitaine,Superbe baison de 130 m2 à Lacanau de Mios,autre,130.0,910.0,5.0,4.0,False,False,True,450000
2368,/fr/properties/35382a-533.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,"Sur la place centrale du village, ce très bel immeuble en pierre de taille offre en rez-de-chaussée:...",autre,320.0,90.0,11.0,4.0,False,False,False,162000
2369,/fr/properties/34430a-103125.htm,Montferrand-du-Périgord,Dordogne,Aquitaine,Maison,maison,93.0,1818.0,6.0,3.0,False,False,False,243800
2370,/fr/properties/30693a-121640rp.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,Appartement 4 pièces,appartement,95.0,,4.0,3.0,False,True,True,606000
2371,/fr/properties/31785a-bia-1564-vp.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,"Maison de 220 m² , à vendre Bidart, avec vue mer",maison,220.0,2300.0,8.0,4.0,True,False,True,3390000
2372,/fr/properties/24967a-59777ml.htm,Hasparren,Pyrénées-Atlantiques,Aquitaine,"Propriété 18-19 eme, sur plus d'1 hectare, vue montagne !",autre,300.0,,16.0,6.0,False,False,False,625000
2373,/fr/properties/20949a-s2512.htm,Bourdeilles,Dordogne,Aquitaine,Belle maison de bourg du 18ème siècle,maison,284.0,,11.0,7.0,False,True,False,378900
2374,/fr/properties/31973a-124876cl.htm,Pau,Pyrénées-Atlantiques,Aquitaine,Appartement 3 pièces,appartement,70.0,,3.0,2.0,False,False,True,249000
2375,/fr/properties/31785a-bia-1601-vp.htm,Arcangues,Pyrénées-Atlantiques,Aquitaine,"Maison de 270 m²,a vendre Arcangues, proche golf.",maison,267.0,2400.0,10.0,5.0,False,False,False,1595000
2376,/fr/properties/31658a-1090.htm,Montayral,Lot-et-Garonne,Aquitaine,Maison de type F4 de 75 m² environ à Montayral,maison,75.0,471.0,4.0,3.0,False,False,False,71000
2377,/fr/properties/26469a-225079aas.htm,Solférino,Landes,Aquitaine,Maison contemporaine T6 de 153m2 sur 7016 m2 de terrain,maison,153.0,7016.0,6.0,4.0,False,False,False,300000
2378,/fr/properties/18939a-830030811834.htm,Dax,Landes,Aquitaine,Dax 20 Minutes Proche Hinx Maison De Maitre Sur 5 Hectares Vue Pyrenees,maison,340.0,,11.0,6.0,False,False,True,426000
2379,/fr/properties/185527a-213140.htm,Cause-de-Clérans,Dordogne,Aquitaine,Tres bel propriétés en pierre,autre,230.0,,7.0,5.0,True,False,True,599000
2380,/fr/properties/20762a-mdh2020012-a01.htm,Urrugne,Pyrénées-Atlantiques,Aquitaine,Appartement T5 Urrugne (64700) près de St Jean de Luz,appartement,116.0,,5.0,4.0,False,False,True,525000
2381,/fr/properties/31724a-2272.htm,Bergerac,Dordogne,Aquitaine,Proche Centre-Ville,autre,180.0,715.0,7.0,5.0,False,False,False,213000
2382,/fr/properties/31724a-2285.htm,Bergerac,Dordogne,Aquitaine,Hyper Centre-Ville,autre,240.0,160.0,8.0,5.0,False,True,False,399000
2383,/fr/properties/78249a-828cb402.htm,Saint-Magne-de-Castillon,Gironde,Aquitaine,Saint Magne de Castillon : Propriété viticole de 13 hectares,autre,390.0,130000.0,14.0,7.0,False,True,False,1050000
2384,/fr/properties/44945a-m672.htm,Saint-Pée-sur-Nivelle,Pyrénées-Atlantiques,Aquitaine,"Saint Pee Sur Nivelle, Ferme Xviii° Vue Pyrenees",autre,355.0,2710.0,,5.0,True,True,False,2250000
2385,/fr/properties/67043a-7501186670.htm,Arcachon,Gironde,Aquitaine,Appartement,appartement,49.0,,2.0,,False,True,True,369000
2386,/fr/properties/30145a-1649.htm,Orriule,Pyrénées-Atlantiques,Aquitaine,Ancien moulin du 17ème siècle restauré,autre,108.0,5570.0,4.0,2.0,False,False,False,316500
2387,/fr/properties/671a-r1098.htm,Villeréal,Lot-et-Garonne,Aquitaine,"Maison de campagne avec piscine sur 2,7 hectares de terrain .",maison,120.0,27000.0,5.0,3.0,True,False,False,270000
2388,/fr/properties/12599a-97574jz33.htm,Port-Sainte-Foy-et-Ponchapt,Gironde,Aquitaine,Cet ensemble immobilier se trouve au calme sur les coteaux vallonnés du Pays Foyen. Il comprend une,autre,272.0,10000.0,,6.0,False,False,False,344500
2389,/fr/properties/182561a-28.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,Maison Villeneuve Sur Lot 4 pièce(s) 155 m²,maison,155.0,,4.0,3.0,False,False,False,82600
2390,/fr/properties/11267a-tj116-1398.htm,Ousse,Pyrénées-Atlantiques,Aquitaine,Terrain Plat Viabilise,terrain,,715.0,,,False,False,False,90990
2391,/fr/properties/185527a-224358.htm,Couze-et-Saint-Front,Dordogne,Aquitaine,"Maison en bois, avec grange en pierre",maison,85.0,6716.0,4.0,2.0,False,False,True,192500
